#BL_HF	BL_HCL	BA_FHCl	ground
6.5	3.0	70.0	-559.495365741
6.5	3.0	80.0	-559.495561786
6.5	3.0	90.0	-559.495597186
6.5	3.0	100.0	-559.495593104
6.5	3.0	110.0	-559.495585014
6.5	3.5	10.0	-559.422469684
6.5	3.5	20.0	-559.415086346
6.5	3.5	30.0	-559.422060043
6.5	3.5	40.0	-559.443024634
6.5	3.5	50.0	-559.452060166
6.5	3.5	60.0	-559.455027770
6.5	3.5	70.0	-559.455824809
6.5	3.5	80.0	-559.455987823
6.5	3.5	90.0	-559.455997465
6.5	3.5	100.0	-559.455979728
6.5	3.5	110.0	-559.455966261
6.5	4.0	10.0	-559.382437398
6.5	4.0	20.0	-559.423056524
6.5	4.0	30.0	-559.405306772
6.5	4.0	40.0	-559.406807831
6.5	4.0	50.0	-559.419535080
6.5	4.0	60.0	-559.423006159
6.5	4.0	70.0	-559.423777866
6.5	4.0	80.0	-559.423899268
6.5	4.0	90.0	-559.423890580
6.5	4.0	100.0	-559.423867281
6.5	4.0	110.0	-559.423853368
6.5	4.5	10.0	-559.132588011
6.5	4.5	20.0	-559.403552045
6.5	4.5	30.0	-559.421380248
6.5	4.5	40.0	-559.389921364
6.5	4.5	50.0	-559.398534402
6.5	4.5	60.0	-559.402145779
6.5	4.5	70.0	-559.402816913
6.5	4.5	80.0	-559.402896077
6.5	4.5	90.0	-559.402876842
6.5	4.5	100.0	-559.402853918
6.5	4.5	110.0	-559.402842154
6.5	5.0	10.0	-558.266545929
6.5	5.0	20.0	-559.331715398
6.5	5.0	30.0	-559.430659121
6.5	5.0	40.0	-559.395636810
6.5	5.0	50.0	-559.387270856
6.5	5.0	60.0	-559.390612474
6.5	5.0	70.0	-559.391133372
6.5	5.0	80.0	-559.391173616
6.5	5.0	90.0	-559.391148811
6.5	5.0	100.0	-559.391128892
6.5	5.0	110.0	-559.391119801
6.5	5.5	10.0	-555.931853586
6.5	5.5	20.0	-559.224113799
6.5	5.5	30.0	-559.434630660
6.5	5.5	40.0	-559.397064633
6.5	5.5	50.0	-559.381418007
6.5	5.5	60.0	-559.385006387
6.5	5.5	70.0	-559.385365196
6.5	5.5	80.0	-559.385372087
6.5	5.5	90.0	-559.385344036
6.5	5.5	100.0	-559.385327235
6.5	5.5	110.0	-559.385320089
6.5	6.0	10.0	-551.904130214
6.5	6.0	20.0	-559.153128070
6.5	6.0	30.0	-559.435381974
6.5	6.0	40.0	-559.395575759
6.5	6.0	50.0	-559.381676771
6.5	6.0	60.0	-559.382514200
6.5	6.0	70.0	-559.382729909
6.5	6.0	80.0	-559.382710264
6.5	6.0	90.0	-559.382680904
6.5	6.0	100.0	-559.382666586
6.5	6.0	110.0	-559.382660494
6.5	6.5	10.0	-550.234674977
6.5	6.5	20.0	-559.184753532
6.5	6.5	30.0	-559.433091733
6.5	6.5	40.0	-559.392470961
6.5	6.5	50.0	-559.381396656
6.5	6.5	60.0	-559.381470464
6.5	6.5	70.0	-559.381574614
6.5	6.5	80.0	-559.381537009
6.5	6.5	90.0	-559.381509030
6.5	6.5	100.0	-559.381496837
6.5	6.5	110.0	-559.381491358
6.5	7.0	10.0	-553.561398536
6.5	7.0	20.0	-559.289615834
6.5	7.0	30.0	-559.426808283
6.5	7.0	40.0	-559.388909955
6.5	7.0	50.0	-559.381012423
6.5	7.0	60.0	-559.381050534
6.5	7.0	70.0	-559.381074732
6.5	7.0	80.0	-559.381029382
6.5	7.0	90.0	-559.381005118
6.5	7.0	100.0	-559.380994912
6.5	7.0	110.0	-559.380990009
7.0	1.0	10.0	-557.512248136
7.0	1.0	20.0	-557.512305621
7.0	1.0	30.0	-557.512226693
7.0	1.0	40.0	-557.512331892
7.0	1.0	50.0	-557.512426051
7.0	1.0	60.0	-557.512495883
7.0	1.0	70.0	-557.512538717
7.0	1.0	80.0	-557.512731814
7.0	1.0	90.0	-557.512747249
7.0	1.0	100.0	-557.512762768
7.0	1.0	110.0	-557.512779973
7.0	1.5	10.0	-559.125959176
7.0	1.5	20.0	-559.126305075
7.0	1.5	30.0	-559.126659505
7.0	1.5	40.0	-559.126980470
7.0	1.5	50.0	-559.127227326
7.0	1.5	60.0	-559.127384017
7.0	1.5	70.0	-559.127464191
7.0	1.5	80.0	-559.127497332
7.0	1.5	90.0	-559.127510761
7.0	1.5	100.0	-559.127519106
7.0	1.5	110.0	-559.127526656
7.0	2.0	10.0	-559.475601386
7.0	2.0	20.0	-559.476658718
7.0	2.0	30.0	-559.477716480
7.0	2.0	40.0	-559.478583638
7.0	2.0	50.0	-559.479166479
7.0	2.0	60.0	-559.479482718
7.0	2.0	70.0	-559.479617600
7.0	2.0	80.0	-559.479660452
7.0	2.0	90.0	-559.479668592
7.0	2.0	100.0	-559.479666786
7.0	2.0	110.0	-559.479664418
7.0	2.5	10.0	-559.514537743
7.0	2.5	20.0	-559.517591720
7.0	2.5	30.0	-559.520528088
7.0	2.5	40.0	-559.522674756
7.0	2.5	50.0	-559.523909353
7.0	2.5	60.0	-559.524469030
7.0	2.5	70.0	-559.524662215
7.0	2.5	80.0	-559.524704309
7.0	2.5	90.0	-559.524698934
7.0	2.5	100.0	-559.524684017
7.0	2.5	110.0	-559.524673025
7.0	3.0	10.0	-559.471938758
7.0	3.0	20.0	-559.479879818
7.0	3.0	30.0	-559.487293784
7.0	3.0	40.0	-559.492093883
7.0	3.0	50.0	-559.494420591
7.0	3.0	60.0	-559.495292581
7.0	3.0	70.0	-559.495533864
7.0	3.0	80.0	-559.495565340
7.0	3.0	90.0	-559.495544288
7.0	3.0	100.0	-559.495518947
7.0	3.0	110.0	-559.495503155
7.0	3.5	10.0	-559.423193390
7.0	3.5	20.0	-559.425775586
7.0	3.5	30.0	-559.440945904
7.0	3.5	40.0	-559.450559326
7.0	3.5	50.0	-559.454478784
7.0	3.5	60.0	-559.455689075
7.0	3.5	70.0	-559.455958268
7.0	3.5	80.0	-559.455974498
7.0	3.5	90.0	-559.455941478
7.0	3.5	100.0	-559.455911200
7.0	3.5	110.0	-559.455894436
7.0	4.0	10.0	-559.429129595
7.0	4.0	20.0	-559.415647023
7.0	4.0	30.0	-559.399128571
7.0	4.0	40.0	-559.416201473
7.0	4.0	50.0	-559.422107577
7.0	4.0	60.0	-559.423610942
7.0	4.0	70.0	-559.423882394
7.0	4.0	80.0	-559.423883987
7.0	4.0	90.0	-559.423845501
7.0	4.0	100.0	-559.423815841
7.0	4.0	110.0	-559.423800829
7.0	4.5	10.0	-559.395272602
7.0	4.5	20.0	-559.430415991
7.0	4.5	30.0	-559.404597717
7.0	4.5	40.0	-559.380994558
7.0	4.5	50.0	-559.400983888
7.0	4.5	60.0	-559.402652873
7.0	4.5	70.0	-559.402898519
7.0	4.5	80.0	-559.402887612
7.0	4.5	90.0	-559.402849232
7.0	4.5	100.0	-559.402823810
7.0	4.5	110.0	-559.402811818
7.0	5.0	10.0	-559.175393090
7.0	5.0	20.0	-559.423625872
7.0	5.0	30.0	-559.416659083
7.0	5.0	40.0	-559.386926842
7.0	5.0	50.0	-559.389347499
7.0	5.0	60.0	-559.390999342
7.0	5.0	70.0	-559.391194894
7.0	5.0	80.0	-559.391172841
7.0	5.0	90.0	-559.391137350
7.0	5.0	100.0	-559.391117158
7.0	5.0	110.0	-559.391108095
7.0	5.5	10.0	-558.438035394
7.0	5.5	20.0	-559.384292596
7.0	5.5	30.0	-559.424081201
7.0	5.5	40.0	-559.389588727
7.0	5.5	50.0	-559.383814772
7.0	5.5	60.0	-559.385274971
7.0	5.5	70.0	-559.385408055
7.0	5.5	80.0	-559.385375770
7.0	5.5	90.0	-559.385343699
7.0	5.5	100.0	-559.385327863
7.0	5.5	110.0	-559.385320833
7.0	6.0	10.0	-556.563119694
7.0	6.0	20.0	-559.325344219
7.0	6.0	30.0	-559.427178926
7.0	6.0	40.0	-559.389889587
7.0	6.0	50.0	-559.381526610
7.0	6.0	60.0	-559.382685013
7.0	6.0	70.0	-559.382756352
7.0	6.0	80.0	-559.382715706
7.0	6.0	90.0	-559.382687120
7.0	6.0	100.0	-559.382674347
7.0	6.0	110.0	-559.382668472
7.0	6.5	10.0	-553.561210951
7.0	6.5	20.0	-559.289341778
7.0	6.5	30.0	-559.426561322
7.0	6.5	40.0	-559.388684626
7.0	6.5	50.0	-559.380800209
7.0	6.5	60.0	-559.381570574
7.0	6.5	70.0	-559.381588917
7.0	6.5	80.0	-559.381543753
7.0	6.5	90.0	-559.381519049
7.0	6.5	100.0	-559.381508464
7.0	6.5	110.0	-559.381503306
7.0	7.0	10.0	-552.196231031
7.0	7.0	20.0	-559.309922377
7.0	7.0	30.0	-559.422491998
7.0	7.0	40.0	-559.386751941
7.0	7.0	50.0	-559.380725938
7.0	7.0	60.0	-559.381104706
7.0	7.0	70.0	-559.381082673
7.0	7.0	80.0	-559.381038042
7.0	7.0	90.0	-559.381017522
7.0	7.0	100.0	-559.381008666
7.0	7.0	110.0	-559.381004119
